9788, -15256, -7340, 13588, -7060, -32512, 7984, -15632, -8044, 13762, -6192, -32512, -2572, -16816, -12860, 12778, -460, -32512, -11544, -17616, -16812, 9839, 3879, -32512, -18048, -17772, -19336, 8761, 3846, -32512, -21320, -16172, -21576, 8462, 296, -27020, -21064, -13668, -22064, 7389, -3465, -20975, -18816, -11720, -20680, 6404, -6145, -15707, -14480, -10092, -19588, 5866, -7148, -11374, -10640, -7956, -19248, 4898, -7594, -7957, -6088, -6608, -18504, 3674, -7070, -5317, -2192, -4756, -18176, 2732, -5216, -3467, 744, -3432, -18280, 1665, -3415, -1935, 3740, -2128, -17848, 1296, -2702, -810, 6456, -1816, -17996, 1148, -2472, 201, 8668, -1084, -17724, 864, -2969, 1344, 11220, 284, -16560, 1742, -4029, 1448
-11012, -14440, -26820, 2198, -25205, 15756, -10916, -14344, -26196, 2413, -26714, 16709, -8548, -14600, -22316, 4831, -32512, 19949, -9404, -13568, -20924, 7184, -30653, 25145, -9800, -13616, -20064, 6203, -24460, 28737, -11288, -11804, -18148, 5451, -19505, 32092, -8140, -9192, -17940, 7148, -17674, 32767, -1016, -6480, -21748, 10519, -19509, 32767, 5640, -3120, -23844, 11520, -22413, 32767, 14600, -1924, -25428, 10832, -19409, 32698, 21864, 1360, -26612, 8429, -13269, 27933, 27068, 2744, -26948, 5744, -7051, 21470, 26432, 580, -24620, 4348, -2807, 15957, 26416, -1432, -24792, 5581, 1118, 12670, 24608, 52, -26828, 3775, 3723, 11033, 22928, 2688, -25260, 1351, 3899, 7794, 20308, 2756, -23464, -730, 3466, 3446
18488, -13032, -9192, 24167, -1911, -32512, 16932, -14052, -10824, 24398, -1746, -32512, 9924, -17224, -16460, 23882, -500, -32512, 3052, -20228, -21680, 21036, 2381, -32512, -5888, -23664, -27040, 16911, 6970, -32512, -15380, -26592, -32512, 12368, 11605, -32164, -21700, -26684, -32512, 8573, 11860, -24012, -22056, -22456, -32512, 8170, 5466, -16123, -17976, -17624, -31760, 8186, -1859, -11307, -12848, -14340, -29268, 6025, -4005, -8536, -9344, -12632, -25888, 2700, -2214, -7300, -7352, -13660, -22024, 1312, 355, -5979, -5864, -14744, -20344, 2857, 2778, -4124, -4012, -14768, -22684, 3661, 5818, -1533, -1660, -13564, -24372, 2564, 8078, 1419, 2360, -11240, -24896, 958, 7950, 3006, 6524, -8668, -25056, -1345, 6033, 2303
-17388, -22384, -21612, -29191, 22241, 23675, -17488, -23096, -20796, -29667, 21909, 24829, -14712, -25372, -15472, -27662, 17727, 31541, -10348, -24420, -12256, -23428, 15362, 32767, -5088, -20764, -9856, -23179, 16000, 32767, 2468, -18524, -4972, -24739, 18542, 32767, 10356, -16480, -984, -25393, 22795, 32767, 16504, -14636, -724, -26270, 26648, 32767, 23216, -13792, -1220, -25789, 26216, 32767, 30072, -11552, -2236, -22668, 22265, 32767, 32767, -7940, -3832, -19243, 17344, 32767, 32767, -3920, -4328, -15856, 11691, 29126, 32767, -232, -5420, -11171, 7087, 20737, 32767, 968, -7800, -7630, 4744, 12051, 32767, 1116, -10024, -5933, 3926, 4907, 32767, 512, -11636, -5040, 3774, -260, 31632, 668, -13456, -4781, 3926, -3408
428, -16460, -12492, 22330, -13349, -32512, -948, -16624, -13096, 21755, -13298, -32512, -9708, -17160, -14612, 18878, -13395, -32512, -16736, -17068, -16680, 16609, -13383, -32512, -21388, -17044, -17772, 13986, -11860, -30474, -23228, -16316, -18172, 11634, -8986, -23546, -22028, -15008, -18868, 9856, -5861, -16433, -18752, -13084, -19144, 9118, -3972, -10110, -15016, -11032, -19988, 8771, -4201, -4925, -9676, -8564, -19732, 8455, -4944, -1460, -4788, -5496, -20344, 6950, -4455, 369, -596, -4072, -20040, 3900, -2810, 1284, 3072, -3756, -18244, 2261, -1164, 2113, 5724, -3768, -17380, 2696, 63, 2819, 7816, -3324, -17808, 3980, 810, 3525, 10420, -2292, -19248, 4932, 1407, 3672, 12188, -484, -20188, 4560, 2737, 2365
-21340, -21764, -32512, -16972, 859, 27698, -21448, -21668, -32512, -18212, 992, 29718, -18404, -20956, -32512, -22239, -927, 32767, -10092, -18728, -30620, -21872, -4047, 32767, 2760, -16088, -24416, -19462, -5629, 32767, 16228, -12404, -17736, -16083, -4969, 32767, 26588, -7852, -14372, -14994, -3880, 32767, 32767, -4136, -9788, -15751, -1719, 32767, 32767, 1156, -3040, -14708, -1282, 32767, 32767, 5372, 820, -9726, -3073, 25367, 32767, 6856, 952, -4918, -3052, 17222, 32767, 7016, -1276, -1165, -757, 9906, 30396, 6176, -5372, 1171, 1453, 4470, 24540, 4448, -9248, 2391, 2993, 111, 19316, 1216, -12692, 3745, 4010, -3073, 13356, -600, -16288, 3886, 3912, -4241, 8704, -840, -17648, 3303, 2285, -3553
14640, 4644, -8536, 5075, -2970, 6937, 16180, 4976, -7972, 5196, -3552, 6799, 23272, 5568, -3904, 6403, -6283, 5378, 31056, 5804, 1268, 9250, -8105, 2556, 32767, 5304, 6140, 15829, -9631, -3002, 32767, 5800, 6656, 23767, -8869, -11913, 32767, 3660, 1244, 29056, -5255, -23253, 32767, -2740, -7260, 27680, 64, -31592, 32304, -8328, -11824, 24370, 3837, -32512, 22944, -12260, -14424, 23215, 5615, -32512, 13700, -16408, -18192, 23825, 6948, -32512, 6296, -16676, -22072, 23675, 7046, -32512, 1140, -16744, -25960, 22233, 6303, -31206, -1920, -17400, -27884, 19978, 5357, -28280, -4348, -16976, -30160, 17724, 4743, -25669, -6840, -17176, -32512, 14922, 4291, -23078, -9160, -17264, -32512, 11237, 3591, -19839
-3324, -13280, -22896, -20277, 10599, 6673, -3960, -13196, -23100, -20799, 11235, 7099, -10160, -14368, -24236, -24886, 14184, 9687, -16036, -16788, -20732, -28126, 14076, 13364, -21564, -18476, -16696, -28569, 11481, 19920, -24196, -19780, -14568, -27642, 9138, 28116, -21992, -21440, -11012, -26789, 7448, 32767, -14380, -23684, -7592, -24641, 5858, 32767, 788, -21752, -5024, -20215, 4233, 32767, 17848, -16692, -5784, -16661, 3445, 32767, 32767, -9836, -7500, -15777, 4850, 32767, 32767, -5472, -8132, -16967, 7028, 32767, 32767, -4992, -6620, -16833, 7347, 29921, 32767, -3772, -6064, -13265, 6875, 22765, 32767, -948, -7264, -9616, 4284, 16598, 32767, 1476, -8068, -6152, 566, 10592, 32767, 3252, -8288, -3753, -2254, 5319
20892, 1112, -18096, 2241, -1382, 1532, 21120, 1144, -18384, 1968, -837, 1021, 21676, 1320, -18104, 314, 658, -1044, 24860, 932, -15876, 1193, -820, -2807, 29012, 1720, -14184, 4030, -3200, -5737, 32767, 1524, -13700, 6583, -4473, -9852, 32767, 600, -13584, 7466, -4173, -14347, 32767, -268, -12544, 7864, -3670, -19391, 32767, -532, -10972, 8290, -3942, -24966, 32767, -2328, -6640, 8576, -4763, -31159, 32767, -5864, 800, 12820, -7049, -32512, 31864, -8824, 3672, 20779, -11551, -32512, 23960, -14080, 1576, 26852, -15736, -32512, 15456, -18580, 544, 29141, -15533, -32512, 4828, -20888, -4072, 31115, -11457, -32512, -5984, -21804, -12648, 29286, -6596, -32512, -14332, -24300, -20780, 23504, 52, -32512
-12148, -18288, -28268, -23131, 10020, 24173, -12244, -18520, -28284, -23972, 9772, 25677, -12892, -21276, -26688, -26834, 6200, 32767, -10288, -22332, -19136, -23668, -1374, 32767, -2304, -20516, -15628, -15942, -6967, 32767, 9728, -12992, -13696, -13814, -5209, 32767, 23460, -6516, -6652, -15331, 2637, 32767, 31696, -3044, -4232, -17230, 16240, 32767, 32767, -396, -6504, -22843, 27545, 32767, 32767, -3440, -3832, -22594, 26996, 28734, 32767, -596, -2784, -14812, 15271, 24945, 32767, 2092, -2916, -6307, 2647, 18860, 32767, 3368, -5768, -4766, 1251, 11720, 32767, 2468, -4560, -5069, 4062, 6535, 28728, 2236, -6276, -2190, 4775, 2857, 23704, 1684, -10696, -916, 4534, 880, 19164, 1388, -13092, -900, 3866, -531
32767, -1380, -4144, 17037, -14285, -23365, 32767, -1716, -3820, 18072, -15136, -24427, 32767, -4796, -3304, 22915, -16997, -30283, 29596, -8032, -5372, 25862, -14453, -32512, 18912, -12408, -10208, 24836, -10068, -32512, 5436, -18084, -14568, 21943, -6950, -32512, -6256, -20772, -17772, 19805, -6260, -32512, -15480, -20576, -21092, 19080, -6989, -31303, -21132, -19396, -24732, 17422, -6060, -25566, -23104, -18100, -27004, 13382, -2212, -19451, -21508, -16928, -26804, 10913, 2086, -13647, -18724, -14644, -27448, 8849, 4775, -7941, -13872, -11812, -28640, 6095, 3933, -3041, -6416, -8840, -26788, 4141, 596, -814, -1080, -6672, -25748, 2122, -1974, -190, 3948, -6636, -21836, -687, -1735, -763, 6936, -7124, -17892, -848, 1240, -1017
-8796, -16508, -25408, -12917, 1299, 13149, -9100, -16680, -25432, -12872, 1281, 14096, -11104, -17084, -26016, -13837, 1640, 19440, -13156, -17140, -23968, -15807, 1619, 25063, -14552, -18080, -21392, -17220, 2514, 30882, -14792, -18948, -17336, -18721, 5041, 32767, -11344, -18128, -12720, -16756, 6277, 32767, -4516, -17080, -10888, -13505, 6417, 32767, 6348, -12860, -10188, -12245, 7831, 32767, 17104, -9052, -9024, -12682, 10186, 32767, 29128, -6536, -10368, -13060, 13154, 32767, 32767, -6544, -8348, -14671, 15862, 32767, 32767, -5288, -7744, -14465, 15773, 29628, 32767, -3008, -5928, -10364, 10254, 24267, 32767, 720, -5720, -6654, 4971, 17164, 32767, 2020, -5444, -5638, 4082, 10138, 32767, 2964, -5160, -4577, 5781, 4391
24596, 16, -13576, 3798, -9682, 1571, 25832, -92, -13140, 4254, -10317, 1241, 32767, -1428, -12044, 7814, -13636, -1544, 32767, 0, -13292, 11230, -14227, -6677, 32767, 5256, -15092, 10940, -13766, -13130, 32767, 6716, -12572, 9611, -15977, -22641, 32767, 2848, -8324, 9705, -17007, -32512, 32767, -3516, -5152, 11172, -15448, -32512, 26772, -9040, -5008, 13628, -12570, -32512, 18792, -12132, -6280, 15850, -9424, -32512, 10396, -13128, -10844, 17432, -4917, -32512, 332, -13736, -16140, 15154, -1185, -32512, -10132, -14788, -18796, 11543, 495, -32512, -17040, -16196, -20052, 9355, 520, -32512, -22272, -17288, -20988, 8066, 881, -29279, -25396, -17080, -21784, 6475, 1304, -22351, -24280, -15768, -20896, 6027, 1614, -14693
7696, -7268, -15152, -14276, 2130, 32767, 8956, -6780, -14652, -14401, 2397, 32767, 14696, -5576, -12040, -14690, 3183, 32767, 21672, -3252, -9172, -13028, 1972, 32767, 28760, -28, -8200, -10824, 328, 30525, 32767, 3556, -8656, -9830, 724, 25646, 32767, 5176, -9548, -10688, 4103, 18955, 32767, 3808, -9604, -11109, 7681, 12387, 30248, 2652, -10300, -8712, 7781, 7710, 26540, 2152, -12100, -5386, 5797, 4508, 23572, 1916, -13044, -2649, 3289, 2470, 21216, 2056, -13840, -1450, 2790, 658, 18604, 2252, -14380, -1213, 4001, -1497, 14620, 1052, -15264, -1373, 5652, -3291, 10680, -260, -17188, -1823, 7295, -4313, 7372, -1368, -19440, -3311, 6917, -3258, 5928, -1444, -19620, -3901, 5770, -2256
